,Fighter Name,Nickname,Height,Weight,Reach,Stance,Win,Lose,Draw
3331,Harris Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,36,26,0
3332,Alexander Sarnavskiy,Tiger,"5' 11""",155 lbs.,--,,35,6,0
3333,Yuki Sasaki,,"6' 2""",185 lbs.,--,Orthodox,25,22,2
3334,Kyosuke Sasaki,,"5' 7""",183 lbs.,--,Southpaw,3,7,4
3335,Yuta Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2
3336,Paul Sass,,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0
3337,Keisuke Sasu,Sasuke,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1
3338,Masaaki Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1
3339,Takenori Sato,,"5' 10""",170 lbs.,--,Southpaw,19,11,7
3340,Takashi Sato,Ten,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0
3341,Jeimeson Saudino,The Minion,"5' 6""",135 lbs.,--,,8,5,0
3342,Tom Sauer,,"6' 1""",263 lbs.,--,,25,12,0
3343,Townsend Saunders,,"5' 5""",170 lbs.,--,Orthodox,0,2,0
3344,Ben Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2
3345,Chad W. Saunders,,"5' 10""",170 lbs.,--,Orthodox,7,2,0
3346,Chris Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16,8,0
3347,Lumumba Sayers,,"6' 0""",185 lbs.,--,,6,5,0
3348,Matt Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0
3349,Brandon Sayles,Man of War,"6' 5""",265 lbs.,--,,5,1,0
3350,Mikheil Sazhiniani,,--,205 lbs.,--,,13,2,0
3351,Mark Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9,2,0
3352,Eric Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2
3353,Kerry Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24,13,0
3354,Eric Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,6,0
3355,Brendan Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0
3356,Matheus Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0
3357,Antonio Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0
3358,Fabiano Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11,10,0
3359,Samy Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10,6,0
3360,Pat Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0
3361,Joe Schilling,,"6' 3""",185 lbs.,--,,2,5,0
3362,Semmy Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26,14,1
3363,Adam Schindler,,"5' 8""",155 lbs.,--,,10,6,0
3364,Daniel Schmitt,,--,185 lbs.,--,,2,3,0
3365,Colleen Schneider,,--,135 lbs.,--,,11,7,0
3366,Matt Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,16,8,0
3367,Alex Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0
3368,Darrill Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14,8,0
3369,Bob Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1
3370,Nate Schroeder,,"6' 1""",230 lbs.,--,,11,10,0
3371,Lacey Schuckman,,"5' 3""",125 lbs.,--,,11,10,0
3372,Mark Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0
3373,Wesley Schultz,Party Time,--,185 lbs.,--,,6,1,0
3374,Brian Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0
3375,Eric Schwartz,,--,205 lbs.,--,,2,0,0
3376,Justin Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0
3377,Brad Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0
3378,Greg Scott,,"5' 9""",145 lbs.,--,,3,4,0
3379,Mike Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,15,1
3380,Matt Secor,,"6' 0""",170 lbs.,--,,8,4,0
3381,Kenneth Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,7,0
3382,Neil Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0
3383,Rony Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0
3384,Ray Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,2,0
3385,Brendan Seguin,,"6' 0""",185 lbs.,--,,23,19,1
3386,Tetsuya Seki,,"5' 10""",155 lbs.,--,,14,8,1
3387,Stefan Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0
3388,Pete Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0
3389,Matthew Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11,7,0
3390,Andrei Semenov,,"6' 0""",185 lbs.,--,Orthodox,34,9,2
3391,Mackens Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
3392,Brandon Sene,,"5' 11""",205 lbs.,--,,2,2,0
3393,YeDam Seo,,"5' 2""",115 lbs.,"63.0""",Orthodox,6,3,0
3394,Kim In Seok,,"5' 6""",145 lbs.,--,Orthodox,3,6,0
3395,Ray Seraille,,"6' 3""",246 lbs.,--,,8,9,0
3396,Ivan Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0
3397,Alex Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0
3398,Nicholas Sergiacomi,,--,170 lbs.,--,,1,1,0
3399,Matt Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0
3400,Nick Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0
3401,Adrian Serrano,,"5' 8""",170 lbs.,--,,56,29,4
3402,Fredy Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0
3403,Carl Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10,8,0
3404,Igor Severino,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0
3405,Dan Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101,19,1
3406,Rosi Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,13,5,0
3407,Scott Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0
3408,Edmen Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"75.0""",Orthodox,13,4,0
3409,Leon Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0
3410,Don Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0
3411,Liliya Shakirova,,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0
3412,Kamal Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2
3413,Ken Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2
3414,Frank Shamrock,,"5' 10""",185 lbs.,--,Orthodox,23,10,2
3415,Shang Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0
3416,Priya Sharma,,--,115 lbs.,--,,5,1,0
3417,Jason Sharp,,--,205 lbs.,--,,3,3,0
3418,Eric Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0
3419,Sean Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1
3420,Chase Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0
3421,Valentina Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,23,4,1
3422,Antonina Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0
3423,Ming Shi,,--,115 lbs.,--,,14,5,0
3424,Katsuyori Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1
3425,Jake Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1
3426,Henrique Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1
3427,Shunichi Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30,18,11
3428,Wade Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11,5,0
3429,Raja Shippen,,"5' 6""",145 lbs.,--,,18,11,1
3430,Yuya Shirai,,"5' 8""",168 lbs.,--,Orthodox,26,14,2
3431,Wes Shivers,,"6' 8""",--,--,,7,1,0
3432,Alexander Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0
3433,Josh Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0
3434,Josh Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6,3,0
3435,Akira Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5
3436,Liudvik Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1
3437,Jack Shore,Tank,"5' 8""",145 lbs.,"71.0""",Orthodox,17,2,0
3438,Landon Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1
3439,Ivan Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1
3440,Brandon Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0
3441,Ronal Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0
3442,Sam Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0
3443,Kiril Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0
3444,Serhiy Sidey,,"5' 11""",135 lbs.,"72.0""",Switch,10,2,0
3445,Steven Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0
3446,Siala Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0
3447,Xavier Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0
3448,Assuerio Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0
3449,Anderson Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0
3450,Wanderlei Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1
3451,Thiago Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0
3452,Paulo Cesar Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0
3453,Jean Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3
3454,Edson Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0
3455,Sidney Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0
3456,Jay Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1
3457,Antonio Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1
3458,Fabio Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0
3459,Erick Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0
3460,Leandro Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1
3461,Claudio Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0
3462,Wagner Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0
3463,Rafael Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0
3464,Joaquim Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,13,6,0
3465,Felipe Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0
3466,Dayana Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0
3467,Bruno Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,13,5,2
3468,Bruno Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23,11,0
3469,Gabriel Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0
3470,Jacob Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0
3471,Natalia Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,17,5,1
3472,Jansey Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0
3473,Maria Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0
3474,Karine Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,18,4,0
3475,Erik Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,3,0
3476,Janaina Silva,Jana-Iron-Hand,"5' 1""",115 lbs.,"60.0""",Orthodox,5,1,0
3477,Jhonata Silva,,"5' 5""",125 lbs.,"66.0""",Orthodox,8,2,0
3478,Jean Silva,Lord,"5' 7""",145 lbs.,"69.0""",Orthodox,12,2,0
3479,Danny Silva,El Puma,"5' 11""",145 lbs.,"70.0""",Switch,9,1,0
3480,Douglas Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,29,5,0
3481,Leonardo Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0
3482,Marcus Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0
3483,Elias Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
3484,Sim Kai Xiong,Kobra,"5' 5""",125 lbs.,"66.0""",Orthodox,5,1,0
3485,Jamey Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0
3486,Ricky Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,20,5,0
3487,Aaron Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0
3488,Wes Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1
3489,Marlon Sims,,--,170 lbs.,--,,3,4,0
3490,Tony Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0
3491,Everett Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0
3492,Lodune Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0
3493,Rob Sinclair,,"5' 8""",155 lbs.,--,,13,5,0
3494,Rory Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0
3495,Rana Rudra Pratap Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0
3496,Kiran Singh,,--,115 lbs.,--,,5,3,0
3497,Elvis Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2
3498,Mitchell Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0
3499,Gian Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0
3500,Jeremia Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0
3501,AJ Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0
3502,Yokthai Sithoar,,"5' 7""",143 lbs.,--,,0,1,0
3503,Jeri Sitzes,,"5' 5""",125 lbs.,--,,3,1,0
3504,Dennis Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0
3505,Chas Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0
3506,Matt Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0
3507,Zach Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0
3508,Brian Sleeman,,"5' 8""",185 lbs.,--,,9,9,1
3509,Joe Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3
3510,Ray Sloan,,"6' 1""",205 lbs.,--,,8,1,0
3511,Kestutis Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2
3512,Maurice Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0
3513,Patrick Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0
3514,Scott Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0
3515,Eric Smith,,--,--,--,Southpaw,1,1,0
3516,Josh Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0
3517,David Smith,,--,155 lbs.,--,,5,1,0
3518,Adam Smith,,--,--,--,,0,3,0
3519,Dillon Smith,,"6' 0""",170 lbs.,--,,0,0,0
3520,Trevor Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0
3521,Anthony Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,38,19,0
3522,Colton Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0
3523,Gilbert Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0
3524,Leslie Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1
3525,Devonte Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0
3526,Cole Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0
3527,Nate Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0
3528,Braxton Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0
3529,Walter Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0
3530,Justin Smitley,,--,145 lbs.,--,,10,7,1
3531,Dmitrii Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0
3532,Louis Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0
3533,Cameron Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69.0""",Orthodox,8,4,0
3534,Shimon Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0
3535,Richie Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1
3536,Devin Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0
3537,Denis Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0
3538,Peter Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1
3539,Renato Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0
3540,Rameau Thierry Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0
3541,Alexander Soldatkin,,"6' 2""",250 lbs.,"75.0""",Orthodox,14,4,0
3542,Joe Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,4,0
3543,Chris Solomon,,"5' 11""",155 lbs.,--,,0,0,0
3544,Joe Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0
3545,Paul Song,,--,185 lbs.,--,,2,2,0
3546,Song Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,20,8,0
3547,Song Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,21,8,1
3548,Young Jae Song,Super Rookie,--,145 lbs.,--,,6,0,1
3549,Emrah Sonmez,Anatolian Wolf,"5' 10""",145 lbs.,"71.0""",Orthodox,14,5,0
3550,Chael Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1
3551,Cody Sons,,"5' 9""",205 lbs.,--,,3,7,0
3552,Jin Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0
3553,Benardo Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,11,3,0
3554,Emiliano Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0
3555,Sean Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0
3556,Punahele Soriano,Puna,"5' 11""",170 lbs.,"72.0""",Southpaw,9,4,0
3557,Dmitry Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0
3558,Ben Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0
3559,Krzysztof Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1
3560,George Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0
3561,Greg Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0
3562,Alex Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1
3563,Joe Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0
3564,Mario Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0
3565,Andre Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0
3566,Mario Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0
3567,Bobby Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0
3568,Jacare Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0
3569,Edimilson Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0
3570,Livinha Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0
3571,Bruno Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0
3572,Ketlen Souza,Esquentadinha,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0
3573,Charon Spain,,"5' 9""",155 lbs.,--,,14,26,0
3574,Chris Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0
3575,Andreas Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0
3576,Ryan Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,21,10,0
3577,Ron Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0
3578,Tommy Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0
3579,Patrick Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0
3580,Sean Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0
3581,Felicia Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0
3582,Sam Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0
3583,Nick Sperling,,--,135 lbs.,--,,3,4,0
3584,Mario Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0
3585,Eric Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0
3586,Waachiim Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1
3587,Daniel Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0
3588,Serghei Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,16,4,0
3589,Daniel Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0
3590,Pete Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0
3591,Austin Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0
3592,Georges St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0
3593,Bobby Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0
3594,Andreas Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0
3595,Ron Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0
3596,Cody Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,6,1
3597,Cristina Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0
3598,Brian Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0
3599,Josh Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0
3600,Dion Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0
3601,Lucas Stark,,--,155 lbs.,--,,1,5,0
3602,Clifford Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0
3603,Kalib Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1
3604,Laureano Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0
3605,Damian Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0
3606,Adam Steele,,--,170 lbs.,--,,0,1,0
3607,Dominique Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0
3608,Ricky Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0
3609,Eric Steenberg,,--,155 lbs.,--,,5,1,0
3610,Steve Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0
3611,Ray Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0
3612,Dmitri Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0
3613,Jeremy Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0
3614,Aljamain Sterling,Funk Master,"5' 7""",145 lbs.,"71.0""",Orthodox,24,4,0
3615,Marc Stevens,,"5' 9""",155 lbs.,--,,21,10,0
3616,Joe Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0
3617,Maia Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0
3618,Luke Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0
3619,Darren Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0
3620,Kyle Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0
3621,Alex Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1
3622,Tyler Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0
3623,Dan Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0
3624,Lazar Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0
3625,Denis Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0
3626,Julija Stoliarenko,,"5' 7""",125 lbs.,"66.0""",Orthodox,11,9,2
3627,Dustin Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,15,5,0
3628,Niklas Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0
3629,Ken Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0
3630,Ryan Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0
3631,George Stork,,"5' 10""",185 lbs.,--,,7,9,0
3632,Rick Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0
3633,Darko Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0
3634,Greg Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0
3635,Curtis Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1
3636,Sam Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1
3637,Tim Stout,,"5' 11""",185 lbs.,--,,12,10,0
3638,Jesse Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0
3639,Gennaro Strangis,,--,--,--,,0,1,0
3640,Dave Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0
3641,Daniel Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0
3642,Gerald Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0
3643,Sean Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,28,6,0
3644,Mark Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0
3645,Hans Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3
